ProductNameLong,Description,CompanyName,PackageIdentifier,TypeName,SpecificProductID,SpecificDrugProductID,GenericDrugProductID,EquivalenceCodes,BrandGenericStatus,LicenseTypeName,LegendStatus,MarketStatus,OffMarketDate,Repackaged,PrivateLabel,DEAClassification,ReplacedByPackageID,MarketClasses,PackageSize,Ingredients,OnMarketDate,WACBeginDate,WACPrice,WACPriceChange,WACUnitPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Chloride 0.9% Solution for Irrigation,"container, 500 ml Sodium Cl 0.9%, Topical solution for irrigation",B Braun Medical Inc,00264-2201-10,NDC,4914,3819,2678,AT,Generic,NDA,Rx,On,,No,No,NA,,"Irrigation Solutions, Saline (Irrigation); Saline Rinse (Irrigation)",500,(2096) Sodium Chloride,1/27/2005 0:00,7/1/2019,2.36,(+) 51.28,0.00472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Chloride 0.9% Solution for Irrigation,"container, 2,000 ml Sodium Cl 0.9%, Topical solution for irrigation",B Braun Medical Inc,00264-2201-50,NDC,4914,3819,2678,AT,Generic,NDA,Rx,On,,No,No,NA,,"Irrigation Solutions, Saline (Irrigation); Saline Rinse (Irrigation)",2000,(2096) Sodium Chloride,1/27/2005 0:00,1/1/2019,3,(+) 11.11,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Chloride 0.9% Solution for Irrigation,"container, 1,000 ml Sodium Cl 0.9%, Topical solution for irrigation",B Braun Medical Inc,00264-2201-00,NDC,4914,3819,2678,AT,Generic,NDA,Rx,On,,No,No,NA,,"Irrigation Solutions, Saline (Irrigation); Saline Rinse (Irrigation)",1000,(2096) Sodium Chloride,1/27/2005 0:00,7/1/2019,2.71,(+) 57.55,0.00271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Chloride 0.9% Solution for Irrigation,"container, 4,000 ml Sodium Cl 0.9%, Topical solution for irrigation",B Braun Medical Inc,00264-2201-70,NDC,4914,3819,2678,AT,Generic,NDA,Rx,Off,9/30/2021 0:00,No,No,NA,,"Irrigation Solutions, Saline (Irrigation); Saline Rinse (Irrigation)",4000,(2096) Sodium Chloride,1/27/2005 0:00,1/1/2019,9.27,(+) 9.05,0.00231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF 1.1% Dental Gel,"tube, 56 grams Sodium Fluoride 1.1%, Dental gel","Cypress Pharmaceutical Inc. a wholly-owned subsidiary of Currax Pharmaceuticals, LLC",60258-0151-01,NDC,5211,4027,2832,NA,Generic,Unapproved Drug,Rx,On,,No,No,NA,,Caries Prophylactic Agents (Dental),56,(2105) Sodium Fluoride,1/27/2005 0:00,12/7/2018,6.99,(+) 25.04,0.12482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solu-Cortef 100mg Powder for Injection,"box, 1 vials, 1 each Hydrocortisone Sod Succ 100mg, Powder for solution for injection",Pfizer Inc.,00009-0825-01,NDC,920,842,488,AP,Brand,NDA,Rx,On,,No,No,NA,,"Systemic Corticosteroids, Plain (Intramuscular); Systemic Corticosteroids, Plain (Intravenous)",1,(1576) Hydrocortisone Sodium Succinate,1/27/2005 0:00,7/16/2018,9.94,(-) 8.63,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solu-Medrol 1g Powder for Injection,"vial, 1 each Methylprednisolone Sod Succ 1g, Powder for solution for injection",Pfizer Inc.,00009-0698-01,NDC,6203,4681,487,AP,Brand,NDA,Rx,On,,No,No,NA,,"Systemic Corticosteroids, Plain (Intramuscular); Systemic Corticosteroids, Plain (Intravenous)",1,(1373) Methylprednisolone Sodium Succinate,1/27/2005 0:00,7/16/2018,41.89,(-) 8.61,41.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDENYCA 6mg/0.6mL Solution for Injection,"box, 1 pre-filled syringe with needle, 0.6 ml Pegfilgrastim (E. coli) 6mg/0.6mL, Solution for injection","Coherus BioSciences, Inc.",70114-0101-01,NDC,18161,15024,3905,PB,Brand,BLA,Rx,On,,No,No,NA,,Colony-stimulating Factors (Subcutaneous),0.6,(1658) Pegfilgrastim (E. coli),1/3/2019 0:00,12/3/2018,4175,,6958.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robafen DM Clear Cough 20mg-200mg/10mL Solution,"bottle, 118 ml Dextromethorphan HBr 20mg/10mL, Guaifenesin 200mg/10mL, Oral solution","Major Pharmaceuticals Inc, a Harvard Drug Group Company",00904-6759-20,NDC,21709,18343,1616,NA,Generic,N/A,OTC,On,,No,No,NA,,Non-Opioid Antitussive and Expectorant Combinations (Oral),118,(1061) Dextromethorphan Hydrobromide; (1153) Guaifenesin,11/12/2018 0:00,11/12/2018,1.69,,0.01432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetaminophen 325mg Tablet,"bottle, 100 each APAP 325mg, Oral tablet","Major Pharmaceuticals Inc, a Harvard Drug Group Company",00904-6719-60,NDC,128,120,75,NA,Generic,OTC Tent,OTC,On,,No,No,NA,,Analgesics with and without Antipyretic Activity (Oral),100,(12) Acetaminophen,11/12/2018 0:00,11/12/2018,1.02,,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xarelto 10mg Tablet,"box, 10 single item blister cards, 10 each Rivaroxaban 10mg, Oral tablet","Janssen Pharmaceuticals, Inc",50458-0580-10,NDC,18424,15276,9469,NR,Brand,NDA,Rx,On,,No,No,NA,,Factor Xa Inhibitors (Oral),100,(4703) Rivaroxaban,7/1/2011 0:00,1/10/2019,1493.29,(+) 6.90,14.9329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xarelto 15mg Tablet,"box, 10 single item blister cards, 10 each Rivaroxaban 15mg, Oral tablet","Janssen Pharmaceuticals, Inc",50458-0578-10,NDC,19117,15958,9469,NR,Brand,NDA,Rx,On,,No,No,NA,,Factor Xa Inhibitors (Oral),100,(4703) Rivaroxaban,11/4/2011 0:00,1/10/2019,1493.29,(+) 6.90,14.9329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xarelto 20mg Tablet,"box, 10 single item blister cards, 10 each Rivaroxaban 20mg, Oral tablet","Janssen Pharmaceuticals, Inc",50458-0579-10,NDC,19118,15959,9469,NR,Brand,NDA,Rx,On,,No,No,NA,,Factor Xa Inhibitors (Oral),100,(4703) Rivaroxaban,11/4/2011 0:00,1/10/2019,1493.29,(+) 6.90,14.9329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mucus Relief DM 30mg-600mg Extended-Release Tablet,"box, 2 single item blister cards, 10 each Dextromethorphan HBr 30mg, Guaifenesin 600mg, Oral tablet, extended release 12 hour","Rugby Laboratories a Division of The Harvard Drug Group, LLC ",00536-1161-34,NDC,26336,21444,13572,NR,Generic,aNDA,OTC,On,,No,No,NA,,Non-Opioid Antitussive and Expectorant Combinations (Oral),20,(1061) Dextromethorphan Hydrobromide; (1153) Guaifenesin,11/19/2018 0:00,11/19/2018,10.51,,0.5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mucus Relief DM Max Strength 60mg-1200mg Extended-Release Tablet,"box, 1 single item blister cards, 14 each Dextromethorphan HBr 60mg, Guaifenesin 1,200mg, Oral tablet, extended release","Rugby Laboratories a Division of The Harvard Drug Group, LLC ",00536-1213-88,NDC,3471,2824,1199,NR,Generic,aNDA,OTC,On,,No,No,NA,,Non-Opioid Antitussive and Expectorant Combinations (Oral),14,(1061) Dextromethorphan Hydrobromide; (1153) Guaifenesin,11/19/2018 0:00,11/19/2018,10.88,,0.77714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Testosterone 10mg/actuation Topical Gel,"canister, 60 grams Testosterone 10mg/0.5g, Topical gel",Teva/Actavis US,00591-2363-60,NDC,18180,15042,3139,AB,Generic,aNDA,Rx,On,,No,No,schedule III,,Androgens (Transdermal),60,(2575) Testosterone,11/9/2018 0:00,11/9/2018,357.84,,5.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oseltamivir Phosphate 30mg Capsule,"box, 1 unit dose blister packs, 10 each Oseltamivir PO4 30mg, Oral capsule",MacLeods Pharma,33342-0256-66,NDC,15210,12440,819,AB,Generic,aNDA,Rx,On,,No,No,NA,,Neuraminidase Inhibitor Antivirals (Oral),10,(785) Oseltamivir Phosphate,10/1/2018 0:00,10/1/2018,74,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oseltamivir Phosphate 45mg Capsule,"box, 1 unit dose blister packs, 10 each Oseltamivir PO4 45mg, Oral capsule",MacLeods Pharma,33342-0257-66,NDC,15211,12441,819,AB,Generic,aNDA,Rx,On,,No,No,NA,,Neuraminidase Inhibitor Antivirals (Oral),10,(785) Oseltamivir Phosphate,10/1/2018 0:00,10/1/2018,74,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUPELRI 175mcg/3mL Solution for Inhalation,"box, 30 vials, 3 ml Revefenacin 175mcg/3mL, Solution for oral inhalation",Mylan Specialty L.P.,49502-0806-93,NDC,26437,21480,13589,NR,Brand,NDA,Rx,On,,No,No,NA,,Respiratory Long-Acting Muscarinic Antagonists (LAMA) (Respiratory (Inhalation)),90,(5967) Revefenacin,12/3/2018 0:00,12/3/2018,1030,,11.44444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novolog 100unit/ml Solution for Injection,"vial, 10 ml Insulin Aspart (Recomb) 100U/1mL, Solution for injection",Novo Nordisk Inc.,00169-7501-11,NDC,14926,12185,7827,NR,Brand,NDA,Rx,On,,No,No,NA,,Rapid-acting Human Insulins and Analogs (Subcutaneous),10,(1307) Insulin Aspart (Recombinant),1/27/2005 0:00,7/3/2018,289.36,(+) 5.00,28.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nystatin/Triamcinolone Acetonide 100000unit/g-0.1% Topical Cream,"tube, 15 grams Nystatin 100,000U/1g, Triamcinolone Acetonide 0.1%, Topical cream",Taro Pharmaceuticals USA Inc,51672-1263-01,NDC,4515,3532,2462,AT,Generic,aNDA,Rx,On,,No,No,NA,,Combinations of Corticosteroids with Antifungals (Topical),15,(748) Nystatin; (2244) Triamcinolone Acetonide,1/27/2005 0:00,9/5/2018,20.95,(-) 68.80,1.39666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nystatin/Triamcinolone Acetonide 100000unit/g-0.1% Topical Cream,"tube, 60 grams Nystatin 100,000U/1g, Triamcinolone Acetonide 0.1%, Topical cream",Taro Pharmaceuticals USA Inc,51672-1263-03,NDC,4515,3532,2462,AT,Generic,aNDA,Rx,On,,No,No,NA,,Combinations of Corticosteroids with Antifungals (Topical),60,(748) Nystatin; (2244) Triamcinolone Acetonide,1/27/2005 0:00,9/5/2018,43.68,(-) 67.96,0.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nystatin/Triamcinolone Acetonide 100000unit/g-0.1% Topical Cream,"tube, 30 grams Nystatin 100,000U/1g, Triamcinolone Acetonide 0.1%, Topical cream",Taro Pharmaceuticals USA Inc,51672-1263-02,NDC,4515,3532,2462,AT,Generic,aNDA,Rx,On,,No,No,NA,,Combinations of Corticosteroids with Antifungals (Topical),30,(748) Nystatin; (2244) Triamcinolone Acetonide,1/27/2005 0:00,9/5/2018,29.42,(-) 69.26,0.98066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KISQALI Tablet (400mg daily dose),"box, 3 single item blister pack, 14 each Ribociclib 200mg, Oral tablet",Novartis Pharmaceuticals Corporation,00078-0867-42,NDC,25129,20713,13179,NR,Brand,NDA,Rx,On,,No,No,NA,,Small Molecule Antineoplastic Cyclin-Dependent Kinase (CDK) Inhibitors (Oral),42,(5763) Ribociclib,3/14/2017 0:00,1/15/2019,10042.38,(+) 5.00,239.10428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KISQALI Tablet (200mg daily dose),"box, 1 single item blister pack, 21 each Ribociclib 200mg, Oral tablet",Novartis Pharmaceuticals Corporation,00078-0860-01,NDC,25129,20713,13179,NR,Brand,NDA,Rx,On,,No,No,NA,,Small Molecule Antineoplastic Cyclin-Dependent Kinase (CDK) Inhibitors (Oral),21,(5763) Ribociclib,3/14/2017 0:00,1/15/2019,5021.18,(+) 4.99,239.1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KISQALI Tablet (400mg daily dose),"blister pack, 14 each Ribociclib 200mg, Oral tablet",Novartis Pharmaceuticals Corporation,00078-0867-14,NDC,25129,20713,13179,NR,Brand,NDA,Rx,On,,No,No,NA,,Small Molecule Antineoplastic Cyclin-Dependent Kinase (CDK) Inhibitors (Oral),14,(5763) Ribociclib,3/14/2017 0:00,1/15/2019,3347.46,(+) 5.00,239.10428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KISQALI Tablet (600mg daily dose),"blister pack, 21 each Ribociclib 200mg, Oral tablet",Novartis Pharmaceuticals Corporation,00078-0874-21,NDC,25129,20713,13179,NR,Brand,NDA,Rx,On,,No,No,NA,,Small Molecule Antineoplastic Cyclin-Dependent Kinase (CDK) Inhibitors (Oral),21,(5763) Ribociclib,3/14/2017 0:00,1/15/2019,4184.32,(+) 4.99,199.25349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asacol HD 800mg Delayed-Release Tablet,"bottle, 180 each Mesalamine 800mg, Oral tablet, gastro-resistant","Allergan USA, Inc.",00023-5901-18,NDC,16498,13501,621,AB,Brand,NDA,Rx,On,,No,No,NA,,Aminosalicyclic Acid and Related Intestinal Antiinflammatory Agents (Oral),180,(1949) Mesalamine,3/13/2017 0:00,1/1/2019,1692.5,(+) 9.50,9.40277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peganone 250mg Tablet,"bottle, 100 each Ethotoin 250mg, Oral tablet",Recordati Rare Diseases,55292-0602-01,NDC,2250,1917,973,NR,Brand,NDA,Rx,On,,No,No,NA,,"Anticonvulsants, Hydantoins (Oral)",100,(667) Ethotoin,3/20/2017 0:00,1/7/2019,270.71,(+) 7.99,2.7071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabior 0.1% Topical Foam,"can, 100 grams Tazarotene 0.1%, Topical foam",Mayne Pharma,51862-0295-10,NDC,19685,16486,10357,NR,Brand,NDA,Rx,On,,No,No,NA,,Topical Retinoids for use for Acne (Topical),100,(2138) Tazarotene,3/17/2017 0:00,1/1/2019,1075.29,(+) 9.00,10.7529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stelara 45mg/0.5ml Solution for Injection,"vial, 0.5 ml Ustekinumab 45mg/0.5mL, Solution for injection","Janssen Biotech, Inc.",57894-0060-02,NDC,16799,13761,8690,NR,Brand,BLA,Rx,On,,No,No,NA,,Antipsoriatic Monoclonal Antibodies and Others (Subcutaneous); Interleukin-23 (IL-23) Inhibitors (Subcutaneous),0.5,(3924) Ustekinumab,3/17/2017 0:00,1/10/2019,11002.31,(+) 6.90,22004.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orenitram 0.125mg Extended-Release Tablet,"bottle, 100 each Treprostinil 0.125mg, Oral tablet, extended release",United Therapeutics Corporation,66302-0300-01,NDC,21740,18372,11718,NR,Brand,NDA,Rx,On,,No,No,NA,,Prostacyclin Analogs/Receptor Agonists for PAH (Oral),100,(3916) Treprostinil,1/1/2017 0:00,1/1/2019,536.46,(+) 4.90,5.3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orenitram 0.125mg Extended-Release Tablet,"bottle, 10 each Treprostinil 0.125mg, Oral tablet, extended release",United Therapeutics Corporation,66302-0300-10,NDC,21740,18372,11718,NR,Brand,NDA,Rx,On,,No,No,NA,,Prostacyclin Analogs/Receptor Agonists for PAH (Oral),10,(3916) Treprostinil,1/1/2017 0:00,1/1/2019,53.65,(+) 4.88,5.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orenitram 0.25mg Extended-Release Tablet,"bottle, 100 each Treprostinil 0.25mg, Oral tablet, extended release",United Therapeutics Corporation,66302-0302-01,NDC,21917,18545,11718,NR,Brand,NDA,Rx,On,,No,No,NA,,Vasodilators (Oral); Prostacyclin Analogs/Receptor Agonists for PAH (Oral),100,(3916) Treprostinil,1/1/2017 0:00,1/1/2019,1072.86,(+) 4.89,10.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orenitram 0.25mg Extended-Release Tablet,"bottle, 10 each Treprostinil 0.25mg, Oral tablet, extended release",United Therapeutics Corporation,66302-0302-10,NDC,21917,18545,11718,NR,Brand,NDA,Rx,On,,No,No,NA,,Vasodilators (Oral); Prostacyclin Analogs/Receptor Agonists for PAH (Oral),10,(3916) Treprostinil,1/1/2017 0:00,1/1/2019,107.29,(+) 4.92,10.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orenitram 1mg Extended-Release Tablet,"bottle, 100 each Treprostinil 1mg, Oral tablet, extended release",United Therapeutics Corporation,66302-0310-01,NDC,21922,18550,11718,NR,Brand,NDA,Rx,On,,No,No,NA,,Vasodilators (Oral); Prostacyclin Analogs/Receptor Agonists for PAH (Oral),100,(3916) Treprostinil,1/1/2017 0:00,1/1/2019,4291.56,(+) 4.89,42.9156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENVIMA 18mg Daily Dose,"box, 6 multi-item blister cards, 5 each Lenvatinib 10mg, Oral capsule, 10 each Lenvatinib 4mg, Oral capsule",Eisai Inc.,62856-0718-30,NDC,22553,19125,12217,NR,Brand,NDA,Rx,On,,No,No,NA,,Small Molecule Antineoplastic Multikinase Inhibitors (Oral),90,(5407) Lenvatinib; (5407) Lenvatinib,5/26/2016 0:00,6/19/2019,18374,(+) 4.66,204.15556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENVIMA 18mg Daily Dose,"blister pack, 5 each Lenvatinib 10mg, Oral capsule, 10 each Lenvatinib 4mg, Oral capsule",Eisai Inc.,62856-0718-05,NDC,22553,19125,12217,NR,Brand,NDA,Rx,On,,No,No,NA,,Small Molecule Antineoplastic Multikinase Inhibitors (Oral),15,(5407) Lenvatinib; (5407) Lenvatinib,5/26/2016 0:00,6/19/2019,3062.33,(+) 4.66,204.15556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conception Kit,"box 3 each Collection device, 3 each Conception Cap, 1 each Conception Journal, 1 each Conception Wheel, 3 each Lubricating jelly, 24 each Ovulation Predictor, 1 each Practice Conception Cap, 3 each Pregnancy Test, Urine","Conceivex, Inc.",95863-000100,UPC,24274,,,NA,Brand,N/A,Rx,On,,No,No,NA,,,1,,5/20/2016 0:00,2/8/2019,356,(+) 5.95,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutricia Periflex Advance PKU Powder (Orange),"can 454 grams Alanine 1.4g, Arginine 2.6g, Aspartic Acid 2.5g, Biotin 21.4mcg, Calcium 1,035mg, Chloride 490mg, Choline 376mg, Chromium 22.8mcg, Copper 720mcg, Cystine 0.96g, Folic Acid 430mcg, Glutamine 4.3g, Glycine 2.5g, Histidine 1.5g, Inositol 70mg, Iodine 115mcg, Iron 12.9mg, Isoleucine 2.4g, L-Carnitine 0.03g, Leucine 4g, Linoleic Acid 2.064g, Linolenic Acid 0.535g, Lysine 3.1g, Magnesium 268mg, Manganese 1.6mg, Methionine 0.64g, Molybdenum 32.4mcg, Niacin 5mg, Pantothenic Acid 4.3mg, Phosphorus 995mg, Potassium 613mg, Proline 2.8g, Selenium 50.8mcg, Serine 1.8g, Taurine 0.12g, Threonine 1.9g, Tryptophan 0.78g, Tyrosine 3.5g, Valine 2.5g, Vitamin A 1,951IU, Vitamin B1 (Thiamine) 0.8mg, Vitamin B12 (Cyanocobalamin) 2.7mcg, Vitamin B2 (Riboflavin) 0.85mg, Vitamin B6 (Pyridoxine) 1.4mg, Vitamin C 54.3mg, Vitamin D 292IU, Vitamin E 16.2IU, Vitamin K 71.8mcg, Zinc 7.9mg Powder for enteral suspension","Nutricia North America, Inc.",49735-018307,UPC,24273,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,454,,1/5/2015 0:00,3/1/2019,59.16,(+) 0.01,0.13031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dapsone 25mg Tablet,"bottle, 30 each Dapsone 25mg, Oral tablet",Virtus Pharmaceuticals,69543-0150-30,NDC,1146,1052,602,AB,Generic,aNDA,Rx,On,,No,No,NA,,Drugs For The Treatment of Leprosy (Oral),30,(987) Dapsone,5/23/2016 0:00,12/14/2018,29.48,(-) 50.16,0.98267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dapsone 100mg Tablet,"bottle, 30 each Dapsone 100mg, Oral tablet",Virtus Pharmaceuticals,69543-0151-30,NDC,1145,1051,602,AB,Generic,aNDA,Rx,On,,No,No,NA,,Drugs For The Treatment of Leprosy (Oral),30,(987) Dapsone,5/23/2016 0:00,12/14/2018,37.51,(-) 48.29,1.25033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taltz 80mg/mL Auto Injector Solution for Injection,"pre-filled syringe autoinjector, 1 ml Ixekizumab 80mg/1mL, Solution for injection",Eli Lilly and Co,00002-1445-01,NDC,24019,20112,12850,NR,Brand,BLA,Rx,On,,No,No,NA,,Antipsoriatic Monoclonal Antibodies and Others (Subcutaneous); Interleukin-17A (IL-17A) Inhibitors (Subcutaneous),1,(5614) Ixekizumab,4/25/2016 0:00,2/19/2019,5368,(+) 3.99,5368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diazepam 10mg/2ml Solution for Injection,"box, 10 pre-filled syringe, 2 ml Diazepam 5mg/1mL, Solution for injection",Dash Pharmaceuticals LLC,69339-0136-32,NDC,3862,3095,2096,AP,Generic,aNDA,Rx,On,,No,No,schedule IV,,"Anxiolytics, Benzodiazepines (Intramuscular); Anxiolytics, Benzodiazepines (Intravenous); Anticonvulsants, Benzodiazepines (Intramuscular); Anticonvulsants, Benzodiazepines (Intravenous)",20,(1068) Diazepam,3/22/2019 0:00,3/22/2019,246.14,,12.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diazepam 10mg/2ml Solution for Injection,"pre-filled syringe, 2 ml Diazepam 5mg/1mL, Solution for injection",Dash Pharmaceuticals LLC,69339-0136-02,NDC,3862,3095,2096,AP,Generic,aNDA,Rx,On,,No,No,schedule IV,,"Anxiolytics, Benzodiazepines (Intramuscular); Anxiolytics, Benzodiazepines (Intravenous); Anticonvulsants, Benzodiazepines (Intramuscular); Anticonvulsants, Benzodiazepines (Intravenous)",2,(1068) Diazepam,3/22/2019 0:00,3/22/2019,24.61,,12.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geri-kot 8.6mg Natural Vegetable Laxative Tablet,"bottle, 100 each Sennosides 8.6mg, Oral tablet",Geri-Care Pharmaceuticals,57896-0451-01,NDC,9203,6944,4996,NA,Generic,OTC Tent,OTC,On,,No,No,NA,,Contact/Stimulant Laxatives (Oral),100,(2436) Sennosides,12/31/2018 0:00,12/31/2018,2.09,,0.0209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acid Reducer 75mg Tablet,"bottle, 30 each Ranitidine HCl 75mg, Oral tablet",Geri-Care Pharmaceuticals,57896-0765-03,NDC,1832,1636,125,NR,Generic,aNDA,OTC,On,,No,No,NA,,H2 Antagonists (Oral),30,(2350) Ranitidine Hydrochloride,1/2/2019 0:00,1/2/2019,1.89,,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acid Reducer 75mg Tablet,"bottle, 60 each Ranitidine HCl 75mg, Oral tablet",Geri-Care Pharmaceuticals,57896-0765-06,NDC,1832,1636,125,NR,Generic,aNDA,OTC,On,,No,No,NA,,H2 Antagonists (Oral),60,(2350) Ranitidine Hydrochloride,1/2/2019 0:00,1/2/2019,2.89,,0.04817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clobetasol Propionate 0.05% Topical Ointment,"tube, 15 grams Clobetasol Prop 0.05%, Topical ointment",Zydus Pharmaceuticals (USA) Inc.,70710-1401-01,NDC,6275,4738,3401,AB,Generic,aNDA,Rx,On,,No,No,NA,,Plain Topical Corticosteroids (Topical),15,(882) Clobetasol Propionate,3/19/2019 0:00,3/19/2019,36.92,,2.46133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vancomycin Hydrochloride 750mg Powder for Injection,"box, 10 vials, 1 each Vancomycin HCl 750mg, Lyophilisate for solution for injection",Hikma Pharmaceuticals USA inc.,00143-9355-10,NDC,16384,13400,3094,AP,Generic,aNDA,Rx,On,,No,No,NA,,Glycopeptide Antibiotics (Intravenous),10,(2612) Vancomycin Hydrochloride,5/6/2019 0:00,5/6/2019,96.9,,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hailey 24 Fe 1mg/20mcg Tablet,"box, 3 multi-item blister cards, 24 each Norethindrone Acetate 1mg, Ethinyl Estradiol 0.02mg, Oral tablet, 4 each Ferrous Fumarate 75mg, Oral tablet",Glenmark Pharmaceuticals,68462-0731-29,NDC,10339,7998,3428,AB,Generic,aNDA,Rx,On,,No,No,NA,,Monophasic Contraceptives (Oral),84,(721) Ferrous Fumarate; (740) Norethindrone Acetate; (664) Ethinyl Estradiol,12/3/2018 0:00,12/3/2018,62,,0.7381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silodosin 4mg Capsule,"bottle, 30 each Silodosin 4mg, Oral capsule","Lupin Pharmaceuticals, Inc.",68180-0740-06,NDC,16272,13303,8420,AB,Generic,aNDA,Rx,On,,No,No,NA,,Alpha-Blockers (Oral),30,(3817) Silodosin,12/3/2018 0:00,12/3/2018,30,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silodosin 8mg Capsule,"bottle, 30 each Silodosin 8mg, Oral capsule","Lupin Pharmaceuticals, Inc.",68180-0741-06,NDC,16273,13304,8420,AB,Generic,aNDA,Rx,On,,No,No,NA,,Alpha-Blockers (Oral),30,(3817) Silodosin,12/3/2018 0:00,12/3/2018,30,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silodosin 8mg Capsule,"bottle, 90 each Silodosin 8mg, Oral capsule","Lupin Pharmaceuticals, Inc.",68180-0741-09,NDC,16273,13304,8420,AB,Generic,aNDA,Rx,On,,No,No,NA,,Alpha-Blockers (Oral),90,(3817) Silodosin,12/3/2018 0:00,12/3/2018,90,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin D 1.25mg Capsule,"bottle, 12 each Vitamin D (Ergocalciferol) 1.25mg, Oral capsule, liquid filled","Golden State Medical Supply, Inc.",51407-0143-12,NDC,4865,3786,2649,AA,Generic,aNDA,Rx,On,,No,No,NA,,Vitamin D Supplements (Oral),12,(1254) Vitamin D (Ergocalciferol),12/3/2018 0:00,12/3/2018,3.61,,0.30083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin D 1.25mg Capsule,"bottle, 13 each Vitamin D (Ergocalciferol) 1.25mg, Oral capsule, liquid filled","Golden State Medical Supply, Inc.",51407-0143-13,NDC,4865,3786,2649,AA,Generic,aNDA,Rx,On,,No,No,NA,,Vitamin D Supplements (Oral),13,(1254) Vitamin D (Ergocalciferol),12/3/2018 0:00,12/3/2018,3.86,,0.29692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
