"ProductNameLong","Description","CompanyName","PackageIdentifier","TypeName","SpecificProductID","SpecificDrugProductID","GenericDrugProductID","EquivalenceCodes","BrandGenericStatus","LicenseTypeName","LegendStatus","MarketStatus","OffMarketDate","Repackaged","PrivateLabel","DEAClassification","ReplacedByPackageID","MarketClasses","PackageSize","Ingredients","OnMarketDate","WACBeginDate","WACPrice","WACPriceChange","WACUnitPrice"
"Timolol Maleate 0.5% Ophthalmic Solution","bottle, dropper, 5 ml Timolol Maleate 0.5%, Ophthalmic drops, solution","Sandoz Inc. a Novartis Company","61314-0227-05","NDC",8341,6275,4507,"AT1","Generic","aNDA","Rx","On",,"No","No","NA",,"Beta-blockers, Ophthalmic, Plain (Ophthalmic)",5.0000,"(1477) Timolol Maleate","2005-01-27 18:47:47","2019-06-10","9.65","(+) 98.96","1.93000"
"Tobradex 0.3%-0.1% Ophthalmic Ointment","tube, 3.5 grams Tobramycin 0.3%, Dexamethasone 0.1%, Ophthalmic ointment","Alcon Laboratories, Inc","00065-0648-35","NDC",2112,1819,1101,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Ophthalmological Corticosteroid and Anti-infective Combinations (Ophthalmic)",3.5000,"(1490) Tobramycin; (1014) Dexamethasone","2005-01-27 00:00:00","2019-01-15","228.21","(+) 6.00","65.20285"
"Vitamin Supplement E-400 Softgel","box, 3 unit dose blister card 10 each Dietary Item","AvPAK; a Division of AvKARE Inc","50268-0870-13","NDC",14485,11748,7643,"NA","Generic","Dietary Supp","OTC","On",,"No","No","NA",,"",30.0000,"","2018-10-22 00:00:00","2018-10-22","19.69",,"0.65633"
"Efavirenz 600mg Tablet","bottle, 30 each Efavirenz 600mg, Oral tablet","Aurobindo Pharma USA Inc.","65862-0774-30","NDC",1762,1579,907,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTI)s (Oral)",30.0000,"(1216) Efavirenz","2018-10-19 00:00:00","2018-10-19","894.32",,"29.81067"
"Prochlorperazine Maleate 10mg Tablet","unit dose blister card, 1 each Prochlorperazine Maleate 10mg, Oral tablet","AvPAK; a Division of AvKARE Inc","50268-0685-11","NDC",1351,1228,715,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"First Generation Antipsychotics (Oral); Phenothiazine Antiemetics (Oral)",1.0000,"(2067) Prochlorperazine Maleate","2019-04-22 00:00:00","2019-04-22","0.87",,"0.87420"
"Stratuscare Bisacodyl 10mg Laxative Suppository","box, 1 suppository strips, 12 each Bisacodyl 10mg, Rectal suppository","Stratus Pharmaceuticals Inc.","58980-0415-12","NDC",3528,2864,1892,"NA","Generic","OTC Tent","OTC","On",,"No","No","NA",,"Contact/Stimulant Laxatives (Rectal)",12.0000,"(271) Bisacodyl","2017-09-15 00:00:00","2019-01-01","2.75",,"0.22917"
"Stratuscare Bacitracin Zinc 500unit/g Topical Ointment","tube, 28.35 grams Bacitracin Zinc 500U/1g, Topical ointment","Stratus Pharmaceuticals Inc.","58980-0011-10","NDC",9643,7329,2263,"NA","Generic","OTC Final","OTC","On",,"No","No","NA",,"Topical Polypeptide Anti-infectives, Plain or in Combination (Topical)",28.3500,"(210) Bacitracin Zinc","2017-09-15 00:00:00","2019-01-01","3.95",,"0.13933"
"Daptomycin 350mg Powder for Injection","vial, 1 each Daptomycin 350mg, Lyophilisate for solution for injection","Xellia Pharmaceuticals USA, LLC.","70594-0053-01","NDC",26015,21287,4566,"NR","Generic","NDA","Rx","On",,"No","No","NA",,"Lipopeptide Antibiotics (Intravenous)",1.0000,"(988) Daptomycin","2019-06-01 00:00:00","2019-06-01","277.00",,"277.00000"
"VENELEX Wound Dressing Ointment","tube 30 grams Topical Ointment","Stratus Pharmaceuticals Inc.","58980-0780-11","NDC",26208,,,"NA","Generic","510(k) Exempt","Rx","On",,"No","No","NA",,"",30.0000,"","2017-09-15 00:00:00","2019-01-01","23.50",,"0.78333"
"VENELEX Wound Dressing Ointment","tube 60 grams Topical Ointment","Stratus Pharmaceuticals Inc.","58980-0780-21","NDC",26208,,,"NA","Generic","510(k) Exempt","Rx","On",,"No","No","NA",,"",60.0000,"","2017-09-15 00:00:00","2019-01-01","29.75",,"0.49583"
"VENELEX Wound Dressing Ointment","box, 60 unit dose packets 5 grams Topical Ointment","Stratus Pharmaceuticals Inc.","58980-0780-50","NDC",26208,,,"NA","Generic","510(k) Exempt","Rx","On",,"No","No","NA",,"",300.0000,"","2017-09-15 00:00:00","2019-01-01","375.75",,"1.25250"
"Buprenorphine/Naloxone 2mg-0.5mg Sublingual Film","box, 30 pouches, 1 each Buprenorphine HCl 2mg, Naloxone HCl 0.5mg, Oral Dissolving film","Almatica Pharma, a subsidiary of Alvogen","52427-0692-03","NDC",17876,14762,9170,"AB","Generic","aNDA","Rx","On",,"No","No","schedule III",,"Agents for Opioid Dependence (Buccal); Agents for Opioid Dependence (Sublingual); Agents for Opioid Withdrawal (Buccal); Agents for Opioid Withdrawal (Sublingual)",30.0000,"(317) Buprenorphine Hydrochloride; (2009) Naloxone Hydrochloride","2019-05-01 00:00:00","2019-05-01","110.98",,"3.69933"
"Furosemide 100mg/10mL Solution for Injection","vial, 10 ml Furosemide 10mg/1mL, Solution for injection","AuroMedics Pharma LLC","55150-0324-01","NDC",3817,3059,2067,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Loop Diuretics (Intramuscular); Loop Diuretics (Intravenous)",10.0000,"(1402) Furosemide","2019-06-20 00:00:00","2019-06-20","3.20",,"0.32000"
"Naproxen Sodium 220mg Liquid Gel Capsule","bottle, 20 each Naproxen Sod 220mg, Oral capsule, liquid filled","Camber Consumer Care, Inc.","69230-0305-20","NDC",18531,15364,9536,"NR","Generic","aNDA","OTC","On",,"No","No","NA",,"Nonsteroidal Antiinflammatory Drugs/NSAIDs (Oral)",20.0000,"(2015) Naproxen Sodium","2019-02-01 00:00:00","2019-02-01","5.50",,"0.27500"
"Naproxen Sodium 220mg Liquid Gel Capsule","bottle, 80 each Naproxen Sod 220mg, Oral capsule, liquid filled","Camber Consumer Care, Inc.","69230-0305-80","NDC",18531,15364,9536,"NR","Generic","aNDA","OTC","On",,"No","No","NA",,"Nonsteroidal Antiinflammatory Drugs/NSAIDs (Oral)",80.0000,"(2015) Naproxen Sodium","2019-02-01 00:00:00","2019-02-01","15.00",,"0.18750"
"Tobi 300mg/5mL Solution for Inhalation","pouch, 4 ampules, 5 ml Tobramycin SO4 300mg/5mL, Nebulizer solution","Mylan Specialty L.P.","00078-0494-91","NDC",6973,5247,3736,"AN","Brand","NDA","Rx","On",,"No","No","NA",,"Respiratory Aminoglycoside Antibiotics (Respiratory (Inhalation))",20.0000,"(1491) Tobramycin Sulfate","2018-11-01 00:00:00","2018-11-01","524.13",,"26.20646"
"Budesonide 9mg Extended-Release Tablet","bottle, 30 each Budesonide 9mg, Oral tablet, extended release","Golden State Medical Supply, Inc.","51407-0224-30","NDC",20547,17255,10978,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Corticosteroids, Locally Acting Intestinal Antiinflammatory Agents (Oral)",30.0000,"(313) Budesonide","2019-05-30 00:00:00","2019-05-30","1108.28",,"36.94267"
"Solifenacin Succinate 5mg Tablet","bottle, 30 each Solifenacin Succinate 5mg, Oral tablet","Golden State Medical Supply, Inc.","51407-0254-30","NDC",8169,6142,4401,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",30.0000,"(2724) Solifenacin Succinate","2019-05-30 00:00:00","2019-05-30","199.76",,"6.65867"
"Solifenacin Succinate 5mg Tablet","bottle, 90 each Solifenacin Succinate 5mg, Oral tablet","Golden State Medical Supply, Inc.","51407-0254-90","NDC",8169,6142,4401,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",90.0000,"(2724) Solifenacin Succinate","2019-05-30 00:00:00","2019-05-30","595.52",,"6.61689"
"Solifenacin Succinate 10mg Tablet","bottle, 30 each Solifenacin Succinate 10mg, Oral tablet","Golden State Medical Supply, Inc.","51407-0255-30","NDC",11151,8792,4401,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",30.0000,"(2724) Solifenacin Succinate","2019-05-30 00:00:00","2019-05-30","199.95",,"6.66500"
"Solifenacin Succinate 10mg Tablet","bottle, 90 each Solifenacin Succinate 10mg, Oral tablet","Golden State Medical Supply, Inc.","51407-0255-90","NDC",11151,8792,4401,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",90.0000,"(2724) Solifenacin Succinate","2019-05-30 00:00:00","2019-05-30","597.38",,"6.63756"
"Tetracaine Hydrochloride 0.5% Ophthalmic Solution","bottle, dropper, 15 ml Tetracaine HCl 0.5%, Ophthalmic drops, solution","Bausch Health US, LLC","68682-0920-64","NDC",2695,2240,1433,"NR","Generic","NDA","Rx","On",,"No","No","NA",,"Ophthalmological Local Anaesthetics (Ophthalmic)",15.0000,"(2585) Tetracaine Hydrochloride","2019-06-27 00:00:00","2019-06-27","90.00",,"6.00000"
"Memantine Hydrochloride 7mg Extended-Release Capsule","box, 10 unit dose blister card, 10 each Memantine 7mg, Oral capsule, extended release","Major Pharmaceuticals Inc, a Harvard Drug Group Company","00904-6734-61","NDC",18231,15087,9352,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anti-Alzheimer Drugs, NMDA Receptor Antagonists (Oral)",100.0000,"(1929) Memantine","2019-07-01 00:00:00","2019-07-01","259.36",,"2.59360"
"SUNOSI 150mg Tablet","bottle, 30 each Solriamfetol 150mg, Oral tablet","Jazz Pharmaceuticals, Inc. ","68727-0351-01","NDC",27209,21670,13626,"NR","Brand","NDA","Rx","On",,"No","No","schedule IV",,"Narcolepsy Agents (Oral)",30.0000,"(6006) Solriamfetol","2019-07-02 00:00:00","2019-07-02","660.00",,"22.00000"
"Clinolipid 20g/100mL Emulsion for Injection","bag, 100 ml Soybean Oil 4mg/100mL, Olive oil 16g/100mL, Emulsion for injection","Baxter Healthcare Clintec Nutrition Division","00338-9540-01","NDC",27214,21671,13679,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Fat Emulsions, Combinations (Intravenous)",100.0000,"(1695) Soybean Oil; (2761) Olive oil","2019-07-01 00:00:00","2019-07-01","29.60",,"0.29600"
"Clinolipid 20g/100mL Emulsion for Injection","bag, 100 ml Soybean Oil 4mg/100mL, Olive oil 16g/100mL, Emulsion for injection","Baxter Healthcare Clintec Nutrition Division","00338-9540-05","NDC",27214,21671,13679,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Fat Emulsions, Combinations (Intravenous)",100.0000,"(1695) Soybean Oil; (2761) Olive oil","2019-07-01 00:00:00","2019-07-01","29.60",,"0.29600"
"Memantine Hydrochloride 21mg Extended-Release Capsule","box, 10 unit dose blister card, 10 each Memantine 21mg, Oral capsule, extended release","Major Pharmaceuticals Inc, a Harvard Drug Group Company","00904-6737-61","NDC",18233,15089,9352,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anti-Alzheimer Drugs, NMDA Receptor Antagonists (Oral)",100.0000,"(1929) Memantine","2019-07-01 00:00:00","2019-07-01","288.18",,"2.88180"
"Glycopyrrolate 4mg/20mL Solution for Injection","box, 10 vials, 20 ml Glycopyrrolate 0.2mg/1mL, Solution for injection","Meitheal Pharmaceuticals, Inc.","71288-0408-21","NDC",4239,3329,2311,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Anticholinergic Gastrointestinal Antispasmodics (Intramuscular); Anticholinergic Gastrointestinal Antispasmodics (Intravenous)",200.0000,"(1138) Glycopyrrolate","2019-07-15 00:00:00","2019-06-17","800.00",,"4.00000"
"Glycopyrrolate 4mg/20mL Solution for Injection","vial, 20 ml Glycopyrrolate 0.2mg/1mL, Solution for injection","Meitheal Pharmaceuticals, Inc.","71288-0408-20","NDC",4239,3329,2311,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Anticholinergic Gastrointestinal Antispasmodics (Intramuscular); Anticholinergic Gastrointestinal Antispasmodics (Intravenous)",20.0000,"(1138) Glycopyrrolate","2019-07-15 00:00:00","2019-06-17","80.00",,"4.00000"
"Vimpat 50mg Tablet","bottle, 60 each Lacosamide 50mg, Oral tablet","UCB Pharma Inc","00131-2477-35","NDC",16350,13373,8473,"NR","Brand","NDA","Rx","On",,"No","No","schedule V",,"Anticonvulsants, Miscellaneous (Oral)",60.0000,"(3843) Lacosamide","2017-11-29 00:00:00","2019-01-01","552.85","(+) 7.00","9.21417"
"Vimpat 50mg Tablet","box, 6 unit dose blister card, 10 each Lacosamide 50mg, Oral tablet","UCB Pharma Inc","00131-2477-60","NDC",16350,13373,8473,"NR","Brand","NDA","Rx","On",,"No","No","schedule V",,"Anticonvulsants, Miscellaneous (Oral)",60.0000,"(3843) Lacosamide","2017-11-29 00:00:00","2019-01-01","608.20","(+) 7.00","10.13667"
"Clobazam 10mg Tablet","bottle, 100 each Clobazam 10mg, Oral tablet","Micro Labs USA Inc. ","42571-0315-01","NDC",19090,15913,9985,"AB","Generic","aNDA","Rx","On",,"No","No","schedule IV",,"Anticonvulsants, Benzodiazepines (Oral)",100.0000,"(4761) Clobazam","2019-06-07 00:00:00","2019-06-07","145.00",,"1.45000"
"Bumetanide 0.5mg Tablet","bottle, 100 each Bumetanide 0.5mg, Oral tablet","Edenbridge Pharmaceuticals, LLC","42799-0119-01","NDC",679,618,377,"AB","Generic","AG","Rx","On",,"No","No","NA",,"Loop Diuretics (Oral)",100.0000,"(315) Bumetanide","2015-10-22 00:00:00","2018-08-17","86.59","(-) 56.75","0.86590"
"Bumetanide 2mg Tablet","bottle, 500 each Bumetanide 2mg, Oral tablet","Edenbridge Pharmaceuticals, LLC","42799-0121-02","NDC",682,621,377,"AB","Generic","AG","Rx","On",,"No","No","NA",,"Loop Diuretics (Oral)",500.0000,"(315) Bumetanide","2015-10-22 00:00:00","2018-08-17","809.63","(-) 26.48","1.61926"
"Bumetanide 2mg Tablet","bottle, 100 each Bumetanide 2mg, Oral tablet","Edenbridge Pharmaceuticals, LLC","42799-0121-01","NDC",682,621,377,"AB","Generic","AG","Rx","On",,"No","No","NA",,"Loop Diuretics (Oral)",100.0000,"(315) Bumetanide","2015-10-22 00:00:00","2018-08-17","161.93","(-) 33.83","1.61930"
"Bumetanide 1mg Tablet","bottle, 100 each Bumetanide 1mg, Oral tablet","Edenbridge Pharmaceuticals, LLC","42799-0120-01","NDC",678,617,377,"AB","Generic","AG","Rx","On",,"No","No","NA",,"Loop Diuretics (Oral)",100.0000,"(315) Bumetanide","2015-10-22 00:00:00","2018-08-17","87.29","(-) 60.76","0.87290"
"Bumetanide 1mg Tablet","bottle, 500 each Bumetanide 1mg, Oral tablet","Edenbridge Pharmaceuticals, LLC","42799-0120-02","NDC",678,617,377,"AB","Generic","AG","Rx","On",,"No","No","NA",,"Loop Diuretics (Oral)",500.0000,"(315) Bumetanide","2015-10-22 00:00:00","2018-08-17","436.44","(-) 56.41","0.87288"
"Tresiba FlexTouch Pen Prefilled Syringe 200unit/mL Solution for Injection","box, 3 pre-filled syringes, 3 ml Insulin Degludec 200U/1mL, Solution for injection","Novo Nordisk Inc.","00169-2550-13","NDC",23364,19805,12628,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Long-acting Human Insulins and Analogs (Subcutaneous)",9.0000,"(5501) Insulin Degludec","2015-10-23 00:00:00","2019-01-08","610.11","(+) 4.89","67.79000"
"BETTERMILK PKU de-Lite with Glytactin 20PE Powder for Suspension","box, 30 packets 1 each Powdered Nutrition","Cambrooke Therapeutics, Inc.","24359-0351-01","NDC",23418,,,"NA","Brand","N/A","Rx","On",,"No","No","NA",,"",30.0000,"","2015-09-17 00:00:00","2019-04-01","668.37","(+) 22.91","22.27900"
"Yondelis 1mg Powder for Injection","vial, 1 each Trabectedin 1mg, Powder for solution for injection","Janssen Biotech, Inc.","59676-0610-01","NDC",23367,19808,12666,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Other Antineoplastic Agents (Intravenous)",1.0000,"(5514) Trabectedin","2015-10-23 00:00:00","2019-01-10","2977.01","(+) 3.90","2977.01000"
"Phenazopyridine Hydrochloride 100mg Tablet","bottle, 90 each Phenazopyridine HCl 100mg, Oral tablet","AvKARE, Inc.","42291-0548-90","NDC",288,271,169,"NA","Generic","Unapproved Drug","Rx","On",,"No","No","NA",,"Urinary Analgesics and Anesthetics (Oral)",90.0000,"(2173) Phenazopyridine Hydrochloride","2015-10-22 00:00:00","2019-04-30","57.39","(-) 62.95","0.63767"
"Lopressor 50mg Tablet","bottle, 100 each Metoprolol Tartrate 50mg, Oral tablet","Validus Pharmaceuticals LLC","30698-0458-01","NDC",71,65,44,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Selective Beta-Blockers (Oral); Anti-arrhythmics, Class II (Oral)",100.0000,"(1382) Metoprolol Tartrate","2014-08-11 00:00:00","2019-04-01","252.07","(+) 9.50","2.52070"
"Rasuvo 7.5mg/0.15mL Solution for Injection","box, 1 pre-filled syringe autoinjector, 0.15 ml Methotrexate 7.5mg/0.15mL, Solution for injection","Medexus Pharma, Inc. formerly Medac Pharma, Inc","59137-0505-01","NDC",22121,18737,11656,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Other Immunosuppressants (Subcutaneous)",0.1500,"(4447) Methotrexate","2014-08-11 00:00:00","2019-03-11","123.25","(+) 4.89","821.66667"
"Rasuvo 7.5mg/0.15mL Solution for Injection","box, 4 pre-filled syringe autoinjector, 0.15 ml Methotrexate 7.5mg/0.15mL, Solution for injection","Medexus Pharma, Inc. formerly Medac Pharma, Inc","59137-0505-04","NDC",22121,18737,11656,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Other Immunosuppressants (Subcutaneous)",0.6000,"(4447) Methotrexate","2014-08-11 00:00:00","2019-03-11","493.00","(+) 4.89","821.66667"
"Rasuvo 10mg/0.2mL Solution for Injection","box, 1 pre-filled syringe autoinjector, 0.2 ml Methotrexate 10mg/0.2mL, Solution for injection","Medexus Pharma, Inc. formerly Medac Pharma, Inc","59137-0510-01","NDC",22120,18736,11656,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Other Immunosuppressants (Subcutaneous)",0.2000,"(4447) Methotrexate","2014-08-11 00:00:00","2019-03-11","123.25","(+) 4.89","616.25000"
"Rasuvo 10mg/0.2mL Solution for Injection","box, 4 pre-filled syringe autoinjector, 0.2 ml Methotrexate 10mg/0.2mL, Solution for injection","Medexus Pharma, Inc. formerly Medac Pharma, Inc","59137-0510-04","NDC",22120,18736,11656,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Other Immunosuppressants (Subcutaneous)",0.8000,"(4447) Methotrexate","2014-08-11 00:00:00","2019-03-11","493.00","(+) 4.89","616.25000"
"Polyethylene Glycol 3350 17g Powder for Solution","packet, 1 each PEG 3350 17g, Powder for oral solution","Perrigo Pharmaceuticals Company","45802-0868-00","NDC",9670,7356,5265,"NR","Generic","aNDA","OTC","On",,"No","No","NA",,"Osmotically-Acting Laxatives (Oral)",1.0000,"(2471) Polyethylene Glycol 3350","2018-12-10 00:00:00","2018-12-10","2.05",,"2.05357"
"Cetirizine Hydrochloride 10mg Tablet","box, 10 unit dose blister card, 10 each Cetirizine HCl 10mg, Oral tablet","Major Pharmaceuticals Inc, a Harvard Drug Group Company","00904-6717-61","NDC",1295,1181,687,"NR","Generic","aNDA","OTC","On",,"No","No","NA",,"Second generation (non-sedating) Antihistamines (Oral)",100.0000,"(474) Cetirizine Hydrochloride","2018-12-11 00:00:00","2018-12-11","12.75",,"0.12750"
"Valganciclovir 450mg Tablet","bottle, 60 each Valganciclovir HCl 450mg, Oral tablet","Cipla USA, Inc","69097-0277-03","NDC",3281,2664,1754,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Nucleoside and Nucleotide DNA Polymerase Inhibitor Antivirals (Oral)",60.0000,"(2603) Valganciclovir Hydrochloride","2018-12-12 00:00:00","2018-12-12","1143.83",,"19.06383"
"TOLSURA 65mg Capsule","bottle, 60 each Itraconazole 65mg, Oral capsule","Mayne Pharma","51862-0462-60","NDC",26414,21473,1076,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Azole Antifungals (Oral)",60.0000,"(1620) Itraconazole","2018-12-11 00:00:00","2018-12-11","2068.54",,"34.47567"
"Polymyxin B Sulfate 500,000unit Powder for Injection","vial, 1 each Polymyxin B SO4 500,000U, Powder for solution for injection","Xellia Pharmaceuticals USA, LLC.","70594-0049-01","NDC",7155,5375,3833,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Polymyxin Antibiotics (Intramuscular); Polymyxin Antibiotics (Intrathecal); Polymyxin Antibiotics (Intravenous); Polymyxin Antibiotics (Ophthalmic)",1.0000,"(2475) Polymyxin B Sulfate","2018-12-11 00:00:00","2018-12-11","11.25",,"11.25000"
"Ursodiol 250mg Tablet","bottle, 100 each Ursodiol 250mg, Oral tablet","Zydus Pharmaceuticals (USA) Inc.","70710-1127-01","NDC",2947,2429,1581,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Bile Acid Agents (Oral)",100.0000,"(1546) Ursodiol","2018-12-11 00:00:00","2018-12-11","141.72",,"1.41720"
"Ursodiol 500mg Tablet","bottle, 100 each Ursodiol 500mg, Oral tablet","Zydus Pharmaceuticals (USA) Inc.","70710-1128-01","NDC",8167,6140,1581,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Bile Acid Agents (Oral)",100.0000,"(1546) Ursodiol","2018-12-11 00:00:00","2018-12-11","296.26",,"2.96260"
"Clobetasol Propionate 0.05% Topical Foam","can, 100 grams Clobetasol Prop 0.05%, Foam - Hydroalcoholic","Mylan Pharmaceuticals Inc.","00378-8167-01","NDC",15352,12575,8026,"AB1","Generic","AG","Rx","On",,"No","No","NA",,"Plain Topical Corticosteroids (Topical)",100.0000,"(882) Clobetasol Propionate","2018-12-11 00:00:00","2018-12-11","533.97",,"5.33970"
"Erythromycin 2% Topical Gel","tube, 30 grams Erythromycin 2%, Topical gel","Mylan Pharmaceuticals Inc.","00378-8212-93","NDC",2141,1845,1119,"AT","Generic","AG","Rx","On",,"No","No","NA",,"Antiinfectives for Treatment of Acne (Topical)",30.0000,"(1261) Erythromycin","2018-10-19 00:00:00","2018-10-19","137.11",,"4.57033"
"Erythromycin 2% Topical Gel","tube, 60 grams Erythromycin 2%, Topical gel","Mylan Pharmaceuticals Inc.","00378-8212-60","NDC",2141,1845,1119,"AT","Generic","AG","Rx","On",,"No","No","NA",,"Antiinfectives for Treatment of Acne (Topical)",60.0000,"(1261) Erythromycin","2018-10-19 00:00:00","2018-10-19","196.66",,"3.27767"
"Alvesco 160mcg/actuation Inhalation Aerosol","box, 1 canisters, 6.1 grams Ciclesonide 160mcg/1actuation, Respiratory aerosol, solution and 1 each Inhaler mouthpiece","Covis Pharma","70515-0712-01","NDC",19712,16513,10374,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Respiratory Corticosteroids (Respiratory (Inhalation))",6.1000,"(3735) Ciclesonide","2018-10-22 00:00:00","2018-11-01","274.21","(+) 8.99","44.95245"
"Genicin Vita-D 1000mcg-3775units Tablet","bottle 30 each Dietary Item","7T Pharma LLC","70645-040130","UPC",26197,,,"NA","Brand","Dietary Supp","Rx","On",,"No","No","NA",,"",30.0000,"","2018-10-01 00:00:00","2018-10-01","830.83",,"27.69433"
